LON;LAT;OBJECTID;CUI;CUEANEXO;CUE;ANEXO;SECTOR;DOM_EDIFIC;DOM_ESTABL;NOMB_EST;NOMB_ABR;TELEFONO;EMAIL;CODPOST;PAGINAWEB;NIVMOD;NIVELMODAL;DEPFUN;DE;COMUNA;BARRIO;AREAPROGRA;ESTADO;POINT_X;POINT_Y;NIVEL;TIPEST
-58.4412998911965;-34.5660374252932;1840;201385;20138100;201381;0;2;AVDA. FEDERICO LACROZE 1973;AVDA. FEDERICO LACROZE 1973;INST. WASHINGTON SCHOOL;I WASHINGTON SCHOOL;4772-8131;FUNDMM@WASHINGTONSCHOOL.EDU.AR;C1426;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM - PRICOM - SECCOM;NIVEL INICIAL, PRIMARIO Y SECUNDARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;14;PALERMO;07 - HOSP PIROVANO;1;10.201.883.910.000.000;10.701.438.690.000.000;INICIAL - PRIMARIO - SECUNDARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4428538768058;-34.5690670265748;1841;201426;20097800;200978;0;2;OLLEROS 2283;OLLEROS 2283;COLEGIO LINCOLN;COL LINCOLN;4778-1997/4772-7469;PRIMARIALINCOLN@GMAIL.COM;C1431;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM - PRICOM - SECCOM;NIVEL INICIAL, PRIMARIO Y SECUNDARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;14;PALERMO;07 - HOSP PIROVANO;1;10.187.616.770.000.000;10.667.833.430.000.000;INICIAL - PRIMARIO - SECUNDARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4404246914117;-34.5711203129216;1842;201374;20012700;200127;0;2;3 DE FEBRERO 760;3 DE FEBRERO 760;INST. STA. MARIA DE LUJAN;I STA MARIA DE LUJAN;4773-4125/0701;ISML@ISML.ESC.EDU.AR;C1426;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM - PRICOM - SECCOM;NIVEL INICIAL, PRIMARIO Y SECUNDARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;14;PALERMO;07 - HOSP PIROVANO;1;10.209.902.959.999.900;10.645.051.119.999.900;INICIAL - PRIMARIO - SECUNDARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4445369747494;-34.5622926052276;1843;201389;20149200;201492;0;2;AVDA. LUIS M. CAMPOS 1582;AVDA. LUIS M. CAMPOS 1582;INST. ARGENTINO DE LA AUDICION Y EL LENGUAJE;I ARG DE AUDICION Y LENGUAJE;4784-6211;IADALSECRET@YAHOO.COM.AR;C1426;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INIESP - PRIESP;NIVEL INICIAL Y PRIMARIO ESPECIAL;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;13;BELGRANO;07 - HOSP PIROVANO;1;10.172.185.480.000.000;10.742.986.770.000.000;INICIAL - PRIMARIO ESPECIAL;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4365614727039;-34.5737456207647;1844;201406;20105200;201052;0;2;CONCEPCION ARENAL 2357;CONCEPCION ARENAL 2357;COLEGIO CORAZON DE JESUS;COL CORAZON DE JESUS;4771-0208;SECUNDARIACORAZONDEJESUS@HOTMAIL.COM;C1426;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM - PRICOM - SECCOM;NIVEL INICIAL, PRIMARIO Y SECUNDARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;14;PALERMO;07 - HOSP PIROVANO;1;10.245.345.050.000.000;10.615.919.360.000.000;INICIAL - PRIMARIO - SECUNDARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4447467824279;-34.575176875726;1845;201813;20105300;201053;0;2;CRAMER 450;CRAMER 450;ESCUELA DEL SOL;ESC DEL SOL;4553-6009/6351;INFO@ESCUELADELSOL.COM.AR;C1426;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM - PRICOM - SECCOM;NIVEL INICIAL, PRIMARIO Y SECUNDARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;13;COLEGIALES;07 - HOSP PIROVANO;1;10.170.234.630.000.000;10.600.058.450.000.000;INICIAL - PRIMARIO - SECUNDARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4443652349214;-34.5759573735211;1846;201415;20026400;200264;0;2;AVDA. JORGE NEWBERY 2880;AVDA. JORGE NEWBERY 2880;INST. VIRGEN DEL VALLE;I VIRGEN DEL VALLE;4553-9715;VIRGENDELVALLE@GMAIL.COM;C1426;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM - PRICOM - SECCOM;NIVEL INICIAL, PRIMARIO Y SECUNDARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;13;COLEGIALES;07 - HOSP PIROVANO;1;10.173.734.040.000.000;10.591.399.540.000.000;INICIAL - PRIMARIO - SECUNDARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4202981400009;-34.5847356283227;1847;201380;20073900;200739;0;2;ARMENIA 2362;ARMENIA 2362;COLEGIO INTEGRAL MARTIN BUBER;COL INTEGRAL M BUBER;4831-6000;SECUNDARIA@BUBER.ESC.EDU.AR/PRIMARIA@BUBER.ESC.EDU.AR;C1425;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM - PRICOM - SECCOM;NIVEL INICIAL, PRIMARIO Y SECUNDARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;14;PALERMO;04 - HOSP FERNANDEZ;1;10.394.524.589.999.900;10.493.953.389.999.900;INICIAL - PRIMARIO - SECUNDARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4312673922528;-34.5919350612617;1848;201378;20073300;200733;0;2;ARMENIA 1322;ARMENIA 1318/38;INST. MARIE MANOOGIAN;I MARIE MANOOGIAN;4773-2820;AGBU_ARG@FIBERTEL.COM.AR;C1414;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM - PRICOM - SECCOM;NIVEL INICIAL, PRIMARIO Y SECUNDARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;14;PALERMO;04 - HOSP FERNANDEZ;1;10.293.860.180.000.000;10.414.124.700.000.000;INICIAL - PRIMARIO - SECUNDARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4208757067658;-34.5828844851791;1849;201411;20164400;201644;0;2;GURRUCHAGA 2444;GURRUCHAGA 2444;INST. CENTRO DE EDUACION. CORPORAL;I CENTRO EDUC. CORPORAL;4832-0408;ISEA@ARNETBIZ.COM.AR;C1425;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;SNUART;NIVEL SUPERIOR NO UNIVERSITARIO ARTISTICO;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;14;PALERMO;04 - HOSP FERNANDEZ;1;10.389.234.100.000.000;10.514.490.880.000.000;SUPERIOR NO UNIVERSITARIO ARTISTICO;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4898822956249;-34.5626102764673;1850;201663;20026600;200266;0;2;VALDENEGRO 3470;VALDENEGRO 3470;INST. MI MAÑANA;I MI MAÑANA;4541-7938;INFO@MIMAÃ±ANA.COM.AR;C1430;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;PRIESP;NIVEL PRIMARIO ESPECIAL;DIR GRAL DE EDUCACION DE GESTION PRIVADA;15;12;VILLA URQUIZA;07 - HOSP PIROVANO;1;9.756.045.180.000.000;10.739.444.180.000.000;PRIMARIO ESPECIAL;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.433720310071;-34.5911722749574;1851;201432;20081400;200814;0;2;SERRANO 1261;SERRANO 1261;INST. ESTEBAN AGUSTIN GASCON;I E A GASCON;4772-7087;CONTACTO@INSTITUTOGASCON.COM.AR;C1414;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;PRICOM;NIVEL PRIMARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;14;PALERMO;04 - HOSP FERNANDEZ;1;10.271.359.780.000.000;10.422.593.260.000.000;PRIMARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4545207041744;-34.5685936580916;1852;201422;20021700;200217;0;2;MOLDES 1469 / 87;MOLDES 1469;INST. SAN MATEO;I SAN MATEO;4783-1110;INFO@SMC.COM.AR;C1426;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM - PRICOM - SECCOM;NIVEL INICIAL, PRIMARIO Y SECUNDARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;13;COLEGIALES;07 - HOSP PIROVANO;1;10.080.557.540.000.000;10.673.099.490.000.000;INICIAL - PRIMARIO - SECUNDARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4335857030798;-34.5926729951192;1853;201420;20073200;200732;0;2;LERMA 660;LERMA 660;INST. GENESIS;I GENESIS;4771-9130;INSTITUTOGENESIS@FIBERTEL.COM.AR;C1414;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INIESP - PRIESP - SECADU - OSEESP;NIVEL INICIAL Y PRIMARIO ESPECIAL - NIVEL SECUNDARIO DE JOVENES Y ADULTOS - OTROS SERVICIOS EDUCATIVOS DE LA MODALIDAD ESPECIAL;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;15;VILLA CRESPO;03 - HOSP DURAND;1;10.272.589.860.000.000;10.405.944.950.000.000;INICIAL - PRIMARIO ESPECIAL - SECUNDARIO DE JOVENES Y ADULTOS - OTROS SERVICIOS EDUCATIVOS;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4367968986529;-34.5915471743099;1854;201436;20022200;200222;0;2;THAMES 1078;THAMES 1078;INST. W. PRINGLE MORGAN;I W PRINGLE MORGAN;4773-0301;SECRETARIA@PRINGLEMORGAN.COM;C1414;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INIESP - PRIESP - SECESP - OSEESP;NIVEL INICIAL, PRIMARIO Y SECUNDARIO ESPECIAL - OTROS SERVICIOS EDUCATIVOS DE LA MODALIDAD ESPECIAL;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;15;VILLA CRESPO;03 - HOSP DURAND;1;10.243.134.130.000.000;10.418.442.060.000.000;INICIAL - PRIMARIO - SECUNDARIO ESPECIAL - OTROS SERVICIOS EDUCATIVOS;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4461933835891;-34.5701081782577;1855;201435;20012400;200124;0;2;TEODORO GARCIA 2449;TEODORO GARCIA 2449;INST. JORGE NEWBERY;I JORGE NEWBERY;4786-5856;JORGENEWBERY2000@YAHOO.COM.AR;C1426;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;PRIESP - OSEESP;NIVEL PRIMARIO ESPECIAL - OTROS SERVICIOS EDUCATIVOS DE LA MODALIDAD ESPECIAL;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;13;COLEGIALES;07 - HOSP PIROVANO;1;10.156.970.180.000.000;10.656.289.169.999.900;PRIMARIO ESPECIAL - OTROS SERVICIOS EDUCATIVOS;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4192296397156;-34.5864465088425;1856;201401;20012300;200123;0;2;CHARCAS 3949;CHARCAS 3949;COLEGIO DE LOS NIÑOS;COL DE LOS NIÑOS;4833-2607/4832-4545/47/2809;PRIMARIA@CHILDRENS-BOSTON.COM.AR;C1425;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM - PRICOM - SECCOM;NIVEL INICIAL, PRIMARIO Y SECUNDARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;14;PALERMO;04 - HOSP FERNANDEZ;1;10.404.319.580.000.000;10.474.969.910.000.000;INICIAL - PRIMARIO - SECUNDARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4266629394656;-34.5852152052081;1857;201438;20072900;200729;0;2;THAMES 2037;THAMES 2037/41;INST. PALERMO CHICO;I PALERMO CHICO;4774-3975;RECEPCION@COLEGIOPALERMOCHICO.COM.AR;C1425;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM - PRICOM - SECCOM;NIVEL INICIAL, PRIMARIO Y SECUNDARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;14;PALERMO;04 - HOSP FERNANDEZ;1;10.336.127.600.000.000;10.488.655.989.999.900;INICIAL - PRIMARIO - SECUNDARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4371573728351;-34.5683821248726;1858;201390;20098000;200980;0;2;AVDA. LUIS M. CAMPOS 889;AVDA. LUIS M. CAMPOS 889;ESCUELA DEL CAMINANTE;ESC DEL CAMINANTE;4771-2736;INFO@ESCUELADELCAMINANTE.ESC.EDU.AR;C1426;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;SECCOM;NIVEL SECUNDARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;14;PALERMO;04 - HOSP FERNANDEZ;1;10.239.892.180.000.000;10.675.419.480.000.000;SECUNDARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.3892862828352;-34.5799777798707;1859;202318;20159879;201598;79;1;MANZANA 12 CASA 36 VILLA 31 BIS;MANZANA 12 CASA 36 VILLA 31 BIS;CENTRO EDUCATIVO DE NIVEL PRIMARIO N° 19 - CASA ABIERTA;CENP 19;4672-2684;ADU_CENTROS@YAHOO.COM.AR;C1104;HTTP://WWW.BUENOSAIRES.GOB.AR/EDUCACION/ESTUDIANTES/ADULTOS/PRIMARIA?MENU_ID=12643;PRIADU;NIVEL PRIMARIO DE JOVENES Y ADULTOS;DIR DE EDUCACION DEL ADULTO Y DEL ADOLESCENTE;1;1;RETIRO;04 - HOSP FERNANDEZ;1;10.679.087.320.000.000;10.546.570.380.000.000;PRIMARIO DE JOVENES Y ADULTOS;CENP (CENTRO EDUCATIVO DE NIVEL PRIMARIO)
-58.4412765145331;-34.5831844185503;1860;201417;20019000;200190;0;2;JOSE ANTONIO CABRERA 5901;JOSE ANTONIO CABRERA 5901;COLEGIO SAN FRANCISCO JAVIER;COL SAN FRANCISCO JAVIER;4777-5011/12/13;INFORMES@COLEGIOSANJAVIER.COM.AR;C1414;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM - PRICOM - SECCOM;NIVEL INICIAL, PRIMARIO Y SECUNDARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;14;PALERMO;04 - HOSP FERNANDEZ;1;10.202.058.070.000.000;10.511.222.270.000.000;INICIAL - PRIMARIO - SECUNDARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4308875004111;-34.5710340156301;1861;201377;20020100;200201;0;2;ARCE 334;ARCE 334;COLEGIO DEL ARCE;COL DEL ARCE;4772-1902;COLEGIO@DELARCE.COM.AR;C1426;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM - PRICOM - SECCOM;NIVEL INICIAL, PRIMARIO Y SECUNDARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;14;PALERMO;04 - HOSP FERNANDEZ;1;10.297.418.339.999.900;10.645.985.000.000.000;INICIAL - PRIMARIO - SECUNDARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4367897792506;-34.590512427409;1862;201441;20022500;200225;0;2;URIARTE 1152;URIARTE 1152/54;COLEGIO URIARTE;COL URIARTE;4773-9036/2477;INFO@COLEGIOURIARTE.COM.AR;C1414;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM - PRICOM;NIVEL INICIAL Y PRIMARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;15;VILLA CRESPO;03 - HOSP DURAND;1;10.243.202.390.000.000;10.429.920.810.000.000;INICIAL - PRIMARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4668907065258;-34.5676232200241;1863;201532;20297100;202971;0;2;SUPERI 2132;SUPERI 2132;JARDIN DE INFANTES ABC;JI  ABC;4544-5761;ABC_KINDEGARTEN@HOTMAIL.COM;C1430;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/RIAE.PHP?MENU_ID=23314;INICOM IEA;NIVEL INICIAL COMUN INSTITUTO EDUCATIVO ASISTENCIAL (IEA);GO REGISTRO DE INSTITUTOS EDUCATIVOS ASISTENCIALES;10;13;BELGRANO;07 - HOSP PIROVANO;1;9.967.044.170.000.000;10.683.867.060.000.000;INICIAL COMUN;RIEA (INSTITUTO EDUCATIVO ASISTENCIAL NO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4506577059846;-34.5726806816228;1865;201376;20164300;201643;0;2;AGUILAR 2845;AGUILAR 2845;INST. PSICOPEDAGOGICO SENDEROS;I PSICOPEDAGOGICO SENDEROS;4551-5624;SENDEROS@NETIZEN.COM.AR;C1426;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;PRIESP - OSEESP;NIVEL PRIMARIO ESPECIAL - OTROS SERVICIOS EDUCATIVOS DE LA MODALIDAD ESPECIAL;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;13;COLEGIALES;07 - HOSP PIROVANO;1;10.116.000.810.000.000;10.627.757.480.000.000;PRIMARIO ESPECIAL - OTROS SERVICIOS EDUCATIVOS;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4374460509202;-34.5931547294652;1866;201433;20101000;201010;0;2;SERRANO 930;SERRANO 930/46;INST. ECOS;I ECOS;4777-1502/4773-0711;SECRETARIA@COLEGIOECOS.COM;C1414;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;SECCOM;NIVEL SECUNDARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;15;VILLA CRESPO;03 - HOSP DURAND;1;10.237.174.380.000.000;10.400.610.460.000.000;SECUNDARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.426482016456;-34.5870349969422;1867;201424;20012500;200125;0;2;NICARAGUA 4739;NICARAGUA 4739;INST. AMAPOLA;I AMAPOLA;4831-7596;PRIMARIA@AMAPOLA.ESC.EDU.AR;C1414;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM - PRICOM;NIVEL INICIAL Y PRIMARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;14;PALERMO;04 - HOSP FERNANDEZ;1;10.337.780.260.000.000;10.468.467.900.000.000;INICIAL - PRIMARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.415536885488;-34.5803186364111;1868;201418;20131400;201314;0;2;JUAN MARIA GUTIERREZ 3972;JUAN MARIA GUTIERREZ 3972;ASOCIACION COMUNIDAD ISRAELITA SEFARADI ARGENTINA;A C ISRAELITA SEFARADI  ARG;4804-8918;PRIMARIASECRETARIA@YESHURUNTORA.EDU.AR;C1425;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM - PRICOM - SECCOM;NIVEL INICIAL, PRIMARIO Y SECUNDARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;14;PALERMO;04 - HOSP FERNANDEZ;1;10.438.230.540.000.000;10.542.933.000.000.000;INICIAL - PRIMARIO - SECUNDARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4510913502537;-34.5745327273883;1869;201419;20149000;201490;0;2;ZAPIOLA 955;ZAPIOLA 955;LA ESCUELA DEL ARBOL;LA ESCUELA DEL ARBOL;4551-5630;INFOLAESCUELADELARBOL@GMAIL.COM;C1426;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM - PRICOM;NIVEL INICIAL Y PRIMARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;13;COLEGIALES;07 - HOSP PIROVANO;1;10.112.019.319.999.900;10.607.212.690.000.000;INICIAL - PRIMARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4490098443091;-34.5789158779816;1870;201427;20209300;202093;0;2;OLLEROS 3257;OLLEROS 3257;COLEGIO DE LAS ESTRELLAS;COL DE LAS ESTRELLAS;4552-6274/4556-6513;COLEGIODELASESTRELLAS@FIBERTEL.COM.AR;C1426;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM - PRICOM;NIVEL INICIAL Y PRIMARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;13;COLEGIALES;07 - HOSP PIROVANO;1;10.131.112.239.999.900;10.558.586.770.000.000;INICIAL - PRIMARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4411894958152;-34.5741158774866;1871;201397;20178600;201786;0;2;TTE. BENJAMIN MATIENZO 2571;TTE. BENJAMIN MATIENZO 2571;CENTRO DE INVESTIGACION CINEMATOGRAFICA;C I CINEMATOGRAFICA;4553-2775/5120;SECRETARIA@CIC.EDU.AR;C1426;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;SNUART;NIVEL SUPERIOR NO UNIVERSITARIO ARTISTICO;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;14;PALERMO;07 - HOSP PIROVANO;1;10.202.877.890.000.000;10.611.822.020.000.000;SUPERIOR NO UNIVERSITARIO ARTISTICO;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4330772487505;-34.591220184664;1872;201405;20178500;201785;0;2;CNEL. NICETO VEGA 4950;CNEL. NICETO VEGA 4950;EL JARDIN DE LOS CEREZOS;EL JARDIN DE LOS CEREZOS;4773-0944;ELJARDINDELOSCEREZOS@GMAIL.COM;C1414;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM;NIVEL INICIAL COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;14;PALERMO;04 - HOSP FERNANDEZ;1;10.277.259.060.000.000;10.422.060.070.000.000;INICIAL COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4449600079585;-34.5761809056715;1873;201416;20173600;201736;0;2;AVDA. JORGE NEWBERY 2909;AVDA. JORGE NEWBERY 2950;LA ESCUELITA;LA ESCUELITA;4553-1927;INSTITUTOLAESCUELITA@FIBERTEL.COM.AR;C1426;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;INICOM - PRICOM;NIVEL INICIAL Y PRIMARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;13;COLEGIALES;07 - HOSP PIROVANO;1;10.168.276.170.000.000;10.588.920.810.000.000;INICIAL - PRIMARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
-58.4223352255514;-34.5815485583098;1874;201408;20195700;201957;0;2;THAMES 2472;THAMES 2472;COLEGIO BILINGÜE ARMONIA S.R.L.;COL BILINGÜE ARMONIA;4774-8688;INFO@COLEGIOARMONIA.COM.AR;C1425;HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/EDUCACION/GESTION_PRIVADA/INDEX.PHP?MENU_ID=19676;PRICOM;NIVEL PRIMARIO COMUN;DIR GRAL DE EDUCACION DE GESTION PRIVADA;9;14;PALERMO;04 - HOSP FERNANDEZ;1;10.375.849.090.000.000;10.529.316.160.000.000;PRIMARIO COMUN;IEIEO (INSTITUTO EDUCATIVO INCORPORADO A LA ENSEÑANZA OFICIAL)
